"","learn method","mmce","acc","auc","ce"
"335","classif.mlp",0.166666666666667,0.833333333333333,0.233333333333333,-0.533333333333333
"336","classif.randomForest",0.138888888888889,0.861111111111111,0.823611111111111,0.647222222222222
"337","classif.rpart",0.152777777777778,0.847222222222222,0.783333333333333,0.566666666666667
"338","classif.glmnet",0.166666666666667,0.833333333333333,0.876388888888889,0.752777777777778
"339","classif.nnet",0.152777777777778,0.847222222222222,0.809722222222222,0.619444444444444
"340","classif.multinom",0.125,0.875,0.875,0.75
"341","classif.naiveBayes",0.219178082191781,0.780821917808219,0.683982683982684,0.367965367965368
"342","classif.svm",0.136986301369863,0.863013698630137,0.45021645021645,-0.0995670995670995
"343","classif.gbm",0.0958904109589041,0.904109589041096,0.662337662337662,0.324675324675325
"344","classif.lda",0.164383561643836,0.835616438356164,0.701298701298701,0.402597402597403
"345","classif.mlp",0.0958904109589041,0.904109589041096,0.485930735930736,-0.0281385281385281
"346","classif.randomForest",0.150684931506849,0.849315068493151,0.642857142857143,0.285714285714286
"347","classif.rpart",0.164383561643836,0.835616438356164,0.673160173160173,0.346320346320346
"348","classif.glmnet",0.10958904109589,0.89041095890411,0.722943722943723,0.445887445887446
"349","classif.nnet",0.0958904109589041,0.904109589041096,0.682900432900433,0.365800865800866
"350","classif.multinom",0.123287671232877,0.876712328767123,0.681818181818182,0.363636363636364
"351","classif.naiveBayes",0.25,0.75,0.726900584795322,0.453801169590643
"352","classif.svm",0.222222222222222,0.777777777777778,0.674269005847953,0.348538011695906
"353","classif.gbm",0.208333333333333,0.791666666666667,0.69766081871345,0.395321637426901
"354","classif.lda",0.277777777777778,0.722222222222222,0.662573099415205,0.325146198830409
"355","classif.mlp",0.208333333333333,0.791666666666667,0.37719298245614,-0.245614035087719
"356","classif.randomForest",0.236111111111111,0.763888888888889,0.716959064327485,0.433918128654971
"357","classif.rpart",0.236111111111111,0.763888888888889,0.490058479532164,-0.0198830409356725
"358","classif.glmnet",0.236111111111111,0.763888888888889,0.688304093567251,0.376608187134503
"359","classif.nnet",0.208333333333333,0.791666666666667,0.678947368421053,0.357894736842105
"360","classif.multinom",0.236111111111111,0.763888888888889,0.65906432748538,0.31812865497076
"361","classif.naiveBayes",0.138888888888889,0.861111111111111,0.884677419354839,0.769354838709677
"362","classif.svm",0.125,0.875,0.708870967741935,0.417741935483871
"363","classif.gbm",0.138888888888889,0.861111111111111,0.886290322580645,0.77258064516129
"364","classif.lda",0.138888888888889,0.861111111111111,0.920161290322581,0.840322580645161
"365","classif.mlp",0.138888888888889,0.861111111111111,0.879838709677419,0.759677419354839
"366","classif.randomForest",0.152777777777778,0.847222222222222,0.849193548387097,0.698387096774194
"367","classif.rpart",0.152777777777778,0.847222222222222,0.846774193548387,0.693548387096774
"368","classif.glmnet",0.125,0.875,0.918548387096774,0.837096774193548
"369","classif.nnet",0.138888888888889,0.861111111111111,0.651612903225806,0.303225806451613
"370","classif.multinom",0.125,0.875,0.918548387096774,0.837096774193548
"371","classif.naiveBayes",0.194444444444444,0.805555555555556,0.79400260756193,0.588005215123859
"372","classif.svm",0.166666666666667,0.833333333333333,0.624511082138201,0.249022164276402
"373","classif.gbm",0.180555555555556,0.819444444444444,0.810299869621903,0.620599739243807
"374","classif.lda",0.194444444444444,0.805555555555556,0.82529335071708,0.650586701434159
"375","classif.mlp",0.180555555555556,0.819444444444444,0.707953063885267,0.415906127770534
"376","classif.randomForest",0.180555555555556,0.819444444444444,0.750325945241199,0.500651890482399
"377","classif.rpart",0.194444444444444,0.805555555555556,0.745762711864407,0.491525423728814
"378","classif.glmnet",0.180555555555556,0.819444444444444,0.819426336375489,0.638852672750978
"379","classif.nnet",0.180555555555556,0.819444444444444,0.709908735332464,0.419817470664928
"380","classif.multinom",0.180555555555556,0.819444444444444,0.82529335071708,0.650586701434159
"381","classif.naiveBayes",0.152777777777778,0.847222222222222,0.806944444444444,0.613888888888889
"382","classif.svm",0.152777777777778,0.847222222222222,0.65,0.3
"383","classif.gbm",0.166666666666667,0.833333333333333,0.845138888888889,0.690277777777778
"384","classif.lda",0.138888888888889,0.861111111111111,0.868055555555556,0.736111111111111
"385","classif.mlp",0.166666666666667,0.833333333333333,0.723611111111111,0.447222222222222
"386","classif.randomForest",0.152777777777778,0.847222222222222,0.818055555555556,0.636111111111111
"387","classif.rpart",0.138888888888889,0.861111111111111,0.811111111111111,0.622222222222222
"388","classif.glmnet",0.152777777777778,0.847222222222222,0.872222222222222,0.744444444444444
"389","classif.nnet",0.166666666666667,0.833333333333333,0.8125,0.625
"390","classif.multinom",0.138888888888889,0.861111111111111,0.85,0.7
"391","classif.naiveBayes",0.150684931506849,0.849315068493151,0.755464480874317,0.510928961748634
"392","classif.svm",0.136986301369863,0.863013698630137,0.558743169398907,0.117486338797814
"393","classif.gbm",0.164383561643836,0.835616438356164,0.797814207650273,0.595628415300546
"394","classif.lda",0.136986301369863,0.863013698630137,0.833333333333333,0.666666666666667
"395","classif.mlp",0.164383561643836,0.835616438356164,0.695355191256831,0.390710382513661
"396","classif.randomForest",0.136986301369863,0.863013698630137,0.831284153005464,0.662568306010929
"397","classif.rpart",0.136986301369863,0.863013698630137,0.715846994535519,0.431693989071038
"398","classif.glmnet",0.150684931506849,0.849315068493151,0.827868852459016,0.655737704918033
"399","classif.nnet",0.164383561643836,0.835616438356164,0.73292349726776,0.465846994535519
"400","classif.multinom",0.150684931506849,0.849315068493151,0.833333333333333,0.666666666666667
"401","classif.naiveBayes",0.236111111111111,0.763888888888889,0.787165775401069,0.574331550802139
"402","classif.svm",0.222222222222222,0.777777777777778,0.541176470588235,0.0823529411764705
"403","classif.gbm",0.236111111111111,0.763888888888889,0.798930481283422,0.597860962566845
"404","classif.lda",0.194444444444444,0.805555555555556,0.786096256684492,0.572192513368984
"405","classif.mlp",0.236111111111111,0.763888888888889,0.449732620320856,-0.100534759358289
"406","classif.randomForest",0.208333333333333,0.791666666666667,0.750267379679144,0.500534759358289
"407","classif.rpart",0.236111111111111,0.763888888888889,0.741711229946524,0.483422459893048
"408","classif.glmnet",0.222222222222222,0.777777777777778,0.801604278074866,0.603208556149733
"409","classif.nnet",0.236111111111111,0.763888888888889,0.717112299465241,0.434224598930481
"410","classif.multinom",0.208333333333333,0.791666666666667,0.767914438502674,0.535828877005348
"411","classif.naiveBayes",0.125,0.875,0.755859375,0.51171875
"412","classif.svm",0.111111111111111,0.888888888888889,0.513671875,0.02734375
"413","classif.gbm",0.111111111111111,0.888888888888889,0.791015625,0.58203125
"414","classif.lda",0.111111111111111,0.888888888888889,0.80859375,0.6171875
"415","classif.mlp",0.111111111111111,0.888888888888889,0.4140625,-0.171875
"416","classif.randomForest",0.125,0.875,0.810546875,0.62109375
"417","classif.rpart",0.152777777777778,0.847222222222222,0.548828125,0.09765625
"418","classif.glmnet",0.111111111111111,0.888888888888889,0.83203125,0.6640625
"419","classif.nnet",0.111111111111111,0.888888888888889,0.78125,0.5625
"420","classif.multinom",0.111111111111111,0.888888888888889,0.80078125,0.6015625
"421","classif.naiveBayes",0.138888888888889,0.861111111111111,0.797979797979798,0.595959595959596
"422","classif.svm",0.0833333333333333,0.916666666666667,0.76010101010101,0.52020202020202
"423","classif.gbm",0.0833333333333333,0.916666666666667,0.857323232323232,0.714646464646465
"424","classif.lda",0.0972222222222222,0.902777777777778,0.868686868686869,0.737373737373737
"425","classif.mlp",0.0833333333333333,0.916666666666667,0.728535353535353,0.457070707070707
"426","classif.randomForest",0.138888888888889,0.861111111111111,0.794191919191919,0.588383838383838
"427","classif.rpart",0.0555555555555556,0.944444444444444,0.868686868686869,0.737373737373737
"428","classif.glmnet",0.0694444444444444,0.930555555555556,0.849747474747475,0.699494949494949
"429","classif.nnet",0.0972222222222222,0.902777777777778,0.565656565656566,0.131313131313131
"430","classif.multinom",0.0694444444444444,0.930555555555556,0.863636363636364,0.727272727272727
"431","classif.naiveBayes",0.208333333333333,0.791666666666667,0.738888888888889,0.477777777777778
"432","classif.svm",0.152777777777778,0.847222222222222,0.618055555555556,0.236111111111111
"433","classif.gbm",0.166666666666667,0.833333333333333,0.779166666666667,0.558333333333333
"434","classif.lda",0.166666666666667,0.833333333333333,0.797222222222222,0.594444444444445
"435","classif.mlp",0.166666666666667,0.833333333333333,0.585416666666667,0.170833333333333
"436","classif.randomForest",0.138888888888889,0.861111111111111,0.843055555555556,0.686111111111111
"437","classif.rpart",0.152777777777778,0.847222222222222,0.728472222222222,0.456944444444444
"438","classif.glmnet",0.152777777777778,0.847222222222222,0.7875,0.575
"439","classif.nnet",0.166666666666667,0.833333333333333,0.738888888888889,0.477777777777778
"440","classif.multinom",0.166666666666667,0.833333333333333,0.784722222222222,0.569444444444444
"441","classif.naiveBayes",0.208333333333333,0.791666666666667,0.8,0.6
"442","classif.svm",0.166666666666667,0.833333333333333,0.7375,0.475
"443","classif.gbm",0.166666666666667,0.833333333333333,0.771527777777778,0.543055555555556
"444","classif.lda",0.180555555555556,0.819444444444444,0.784722222222222,0.569444444444444
"445","classif.mlp",0.166666666666667,0.833333333333333,0.719444444444444,0.438888888888889
"446","classif.randomForest",0.194444444444444,0.805555555555556,0.803472222222222,0.606944444444445
"447","classif.rpart",0.152777777777778,0.847222222222222,0.74375,0.4875
"448","classif.glmnet",0.166666666666667,0.833333333333333,0.766666666666667,0.533333333333333
"449","classif.nnet",0.166666666666667,0.833333333333333,0.739583333333333,0.479166666666667
"450","classif.multinom",0.180555555555556,0.819444444444444,0.791666666666667,0.583333333333333
"451","classif.naiveBayes",0.232876712328767,0.767123287671233,0.583333333333333,0.166666666666667
"452","classif.svm",0.178082191780822,0.821917808219178,0.48974358974359,-0.0205128205128206
"453","classif.gbm",0.178082191780822,0.821917808219178,0.730128205128205,0.46025641025641
"454","classif.lda",0.178082191780822,0.821917808219178,0.733333333333333,0.466666666666667
"455","classif.mlp",0.178082191780822,0.821917808219178,0.385897435897436,-0.228205128205128
"456","classif.randomForest",0.150684931506849,0.849315068493151,0.796153846153846,0.592307692307692
"457","classif.rpart",0.150684931506849,0.849315068493151,0.718589743589744,0.437179487179487
"458","classif.glmnet",0.205479452054795,0.794520547945205,0.742307692307692,0.484615384615385
"459","classif.nnet",0.178082191780822,0.821917808219178,0.66025641025641,0.32051282051282
"460","classif.multinom",0.191780821917808,0.808219178082192,0.729487179487179,0.458974358974359
"461","classif.naiveBayes",0.25,0.75,0.717647058823529,0.435294117647059
"462","classif.svm",0.236111111111111,0.763888888888889,0.479144385026738,-0.0417112299465241
"463","classif.gbm",0.236111111111111,0.763888888888889,0.758823529411765,0.517647058823529
"464","classif.lda",0.236111111111111,0.763888888888889,0.787165775401069,0.574331550802139
"465","classif.mlp",0.236111111111111,0.763888888888889,0.627272727272727,0.254545454545455
"466","classif.randomForest",0.25,0.75,0.75668449197861,0.513368983957219
"467","classif.rpart",0.236111111111111,0.763888888888889,0.652941176470588,0.305882352941176
"468","classif.glmnet",0.222222222222222,0.777777777777778,0.787165775401069,0.574331550802139
"469","classif.nnet",0.236111111111111,0.763888888888889,0.748128342245989,0.496256684491979
"470","classif.multinom",0.236111111111111,0.763888888888889,0.79144385026738,0.582887700534759
"471","classif.naiveBayes",0.125,0.875,0.78030303030303,0.560606060606061
"472","classif.svm",0.0555555555555556,0.944444444444444,0.497474747474747,-0.00505050505050508
"473","classif.gbm",0.0833333333333333,0.916666666666667,0.869949494949495,0.73989898989899
"474","classif.lda",0.0694444444444444,0.930555555555556,0.868686868686869,0.737373737373737
"475","classif.mlp",0.0833333333333333,0.916666666666667,0.825757575757576,0.651515151515152
"476","classif.randomForest",0.0694444444444444,0.930555555555556,0.89520202020202,0.79040404040404
"477","classif.rpart",0.0694444444444444,0.930555555555556,0.858585858585859,0.717171717171717
"478","classif.glmnet",0.0694444444444444,0.930555555555556,0.866161616161616,0.732323232323232
"479","classif.nnet",0.0833333333333333,0.916666666666667,0.85479797979798,0.70959595959596
"480","classif.multinom",0.0833333333333333,0.916666666666667,0.878787878787879,0.757575757575758
"481","classif.naiveBayes",0.164383561643836,0.835616438356164,0.652380952380952,0.304761904761905
"482","classif.svm",0.150684931506849,0.849315068493151,0.593650793650794,0.187301587301587
"483","classif.gbm",0.136986301369863,0.863013698630137,0.694444444444444,0.388888888888889
"484","classif.lda",0.164383561643836,0.835616438356164,0.646031746031746,0.292063492063492
"485","classif.mlp",0.136986301369863,0.863013698630137,0.630952380952381,0.261904761904762
"486","classif.randomForest",0.191780821917808,0.808219178082192,0.580952380952381,0.161904761904762
"487","classif.rpart",0.150684931506849,0.849315068493151,0.652380952380952,0.304761904761905
"488","classif.glmnet",0.136986301369863,0.863013698630137,0.717460317460317,0.434920634920635
"489","classif.nnet",0.136986301369863,0.863013698630137,0.524603174603175,0.0492063492063493
"490","classif.multinom",0.136986301369863,0.863013698630137,0.617460317460317,0.234920634920635
"491","classif.naiveBayes",0.191780821917808,0.808219178082192,0.482638888888889,-0.0347222222222222
"492","classif.svm",0.123287671232877,0.876712328767123,0.727430555555556,0.454861111111111
"493","classif.gbm",0.123287671232877,0.876712328767123,0.743055555555556,0.486111111111111
"494","classif.lda",0.164383561643836,0.835616438356164,0.732638888888889,0.465277777777778
"495","classif.mlp",0.123287671232877,0.876712328767123,0.619791666666667,0.239583333333333
"496","classif.randomForest",0.136986301369863,0.863013698630137,0.710069444444444,0.420138888888889
"497","classif.rpart",0.150684931506849,0.849315068493151,0.692708333333333,0.385416666666667
"498","classif.glmnet",0.136986301369863,0.863013698630137,0.731770833333333,0.463541666666667
"499","classif.nnet",0.123287671232877,0.876712328767123,0.652777777777778,0.305555555555556
"500","classif.multinom",0.150684931506849,0.849315068493151,0.723958333333333,0.447916666666667
"501","classif.naiveBayes",0.0972222222222222,0.902777777777778,0.865234375,0.73046875
"502","classif.svm",0.0972222222222222,0.902777777777778,0.861328125,0.72265625
"503","classif.gbm",0.111111111111111,0.888888888888889,0.919921875,0.83984375
"504","classif.lda",0.0972222222222222,0.902777777777778,0.912109375,0.82421875
"505","classif.mlp",0.111111111111111,0.888888888888889,0.556640625,0.11328125
"506","classif.randomForest",0.111111111111111,0.888888888888889,0.8623046875,0.724609375
"507","classif.rpart",0.0555555555555556,0.944444444444444,0.9150390625,0.830078125
"508","classif.glmnet",0.0972222222222222,0.902777777777778,0.900390625,0.80078125
"509","classif.nnet",0.0833333333333333,0.916666666666667,0.8125,0.625
"510","classif.multinom",0.0972222222222222,0.902777777777778,0.908203125,0.81640625
"511","classif.naiveBayes",0.208333333333333,0.791666666666667,0.754838709677419,0.509677419354839
"512","classif.svm",0.138888888888889,0.861111111111111,0.498387096774194,-0.00322580645161286
"513","classif.gbm",0.138888888888889,0.861111111111111,0.85241935483871,0.704838709677419
"514","classif.lda",0.138888888888889,0.861111111111111,0.856451612903226,0.712903225806452
"515","classif.mlp",0.138888888888889,0.861111111111111,0.713709677419355,0.42741935483871
"516","classif.randomForest",0.138888888888889,0.861111111111111,0.801612903225806,0.603225806451613
"517","classif.rpart",0.166666666666667,0.833333333333333,0.545967741935484,0.0919354838709678
"518","classif.glmnet",0.166666666666667,0.833333333333333,0.85241935483871,0.704838709677419
"519","classif.nnet",0.138888888888889,0.861111111111111,0.532258064516129,0.064516129032258
"520","classif.multinom",0.152777777777778,0.847222222222222,0.837096774193548,0.674193548387097
"521","classif.naiveBayes",0.164383561643836,0.835616438356164,0.758680555555556,0.517361111111111
"522","classif.svm",0.123287671232877,0.876712328767123,0.5625,0.125
"523","classif.gbm",0.123287671232877,0.876712328767123,0.739583333333333,0.479166666666667
"524","classif.lda",0.164383561643836,0.835616438356164,0.732638888888889,0.465277777777778
"525","classif.mlp",0.123287671232877,0.876712328767123,0.696180555555556,0.392361111111111
"526","classif.randomForest",0.136986301369863,0.863013698630137,0.753472222222222,0.506944444444444
"527","classif.rpart",0.123287671232877,0.876712328767123,0.723958333333333,0.447916666666667
"528","classif.glmnet",0.136986301369863,0.863013698630137,0.745659722222222,0.491319444444444
"529","classif.nnet",0.10958904109589,0.89041095890411,0.772569444444444,0.545138888888889
"530","classif.multinom",0.164383561643836,0.835616438356164,0.722222222222222,0.444444444444444
"531","classif.naiveBayes",0.194444444444444,0.805555555555556,0.732748538011696,0.465497076023392
"532","classif.svm",0.194444444444444,0.805555555555556,0.646198830409357,0.292397660818714
"533","classif.gbm",0.208333333333333,0.791666666666667,0.739766081871345,0.47953216374269
"534","classif.lda",0.180555555555556,0.819444444444444,0.747953216374269,0.495906432748538
"535","classif.mlp",0.208333333333333,0.791666666666667,0.614035087719298,0.228070175438597
"536","classif.randomForest",0.166666666666667,0.833333333333333,0.735672514619883,0.471345029239766
"537","classif.rpart",0.166666666666667,0.833333333333333,0.68187134502924,0.363742690058479
"538","classif.glmnet",0.180555555555556,0.819444444444444,0.759649122807018,0.519298245614035
"539","classif.nnet",0.208333333333333,0.791666666666667,0.698830409356725,0.39766081871345
"540","classif.multinom",0.194444444444444,0.805555555555556,0.723391812865497,0.446783625730994
"541","classif.naiveBayes",0.236111111111111,0.763888888888889,0.62258064516129,0.245161290322581
"542","classif.svm",0.152777777777778,0.847222222222222,0.454838709677419,-0.0903225806451613
"543","classif.gbm",0.138888888888889,0.861111111111111,0.608870967741935,0.217741935483871
"544","classif.lda",0.180555555555556,0.819444444444444,0.641935483870968,0.283870967741936
"545","classif.mlp",0.138888888888889,0.861111111111111,0.403225806451613,-0.193548387096774
"546","classif.randomForest",0.138888888888889,0.861111111111111,0.615322580645161,0.230645161290323
"547","classif.rpart",0.111111111111111,0.888888888888889,0.583870967741935,0.167741935483871
"548","classif.glmnet",0.166666666666667,0.833333333333333,0.653225806451613,0.306451612903226
"549","classif.nnet",0.138888888888889,0.861111111111111,0.491935483870968,-0.0161290322580645
"550","classif.multinom",0.180555555555556,0.819444444444444,0.620967741935484,0.241935483870968
"551","classif.naiveBayes",0.232876712328767,0.767123287671233,0.716707021791768,0.433414043583535
"552","classif.svm",0.191780821917808,0.808219178082192,0.578692493946731,0.157384987893463
"553","classif.gbm",0.191780821917808,0.808219178082192,0.839588377723971,0.679176755447942
"554","classif.lda",0.205479452054795,0.794520547945205,0.820823244552058,0.641646489104116
"555","classif.mlp",0.191780821917808,0.808219178082192,0.719733656174334,0.439467312348668
"556","classif.randomForest",0.191780821917808,0.808219178082192,0.846246973365617,0.692493946731235
"557","classif.rpart",0.219178082191781,0.780821917808219,0.721549636803874,0.443099273607748
"558","classif.glmnet",0.205479452054795,0.794520547945205,0.861985472154964,0.723970944309927
"559","classif.nnet",0.191780821917808,0.808219178082192,0.788740920096852,0.577481840193705
"560","classif.multinom",0.205479452054795,0.794520547945205,0.818401937046005,0.63680387409201
"561","classif.naiveBayes",0.150684931506849,0.849315068493151,0.618055555555556,0.236111111111111
"562","classif.svm",0.123287671232877,0.876712328767123,0.454861111111111,-0.0902777777777778
"563","classif.gbm",0.123287671232877,0.876712328767123,0.550347222222222,0.100694444444444
"564","classif.lda",0.123287671232877,0.876712328767123,0.572916666666667,0.145833333333333
"565","classif.mlp",0.123287671232877,0.876712328767123,0.741319444444444,0.482638888888889
"566","classif.randomForest",0.0958904109589041,0.904109589041096,0.705729166666667,0.411458333333333
"567","classif.rpart",0.150684931506849,0.849315068493151,0.5546875,0.109375
"568","classif.glmnet",0.10958904109589,0.89041095890411,0.565972222222222,0.131944444444444
"569","classif.nnet",0.123287671232877,0.876712328767123,0.717881944444444,0.435763888888889
"570","classif.multinom",0.10958904109589,0.89041095890411,0.576388888888889,0.152777777777778
"571","classif.naiveBayes",0.0833333333333333,0.916666666666667,0.80050505050505,0.601010101010101
"572","classif.svm",0.0694444444444444,0.930555555555556,0.371212121212121,-0.257575757575758
"573","classif.gbm",0.0833333333333333,0.916666666666667,0.847222222222222,0.694444444444444
"574","classif.lda",0.0972222222222222,0.902777777777778,0.840909090909091,0.681818181818182
"575","classif.mlp",0.0833333333333333,0.916666666666667,0.724747474747475,0.449494949494949
"576","classif.randomForest",0.138888888888889,0.861111111111111,0.757575757575758,0.515151515151515
"577","classif.rpart",0.138888888888889,0.861111111111111,0.684343434343434,0.368686868686869
"578","classif.glmnet",0.0972222222222222,0.902777777777778,0.843434343434343,0.686868686868687
"579","classif.nnet",0.0833333333333333,0.916666666666667,0.789141414141414,0.578282828282828
"580","classif.multinom",0.0833333333333333,0.916666666666667,0.845959595959596,0.691919191919192
"581","classif.naiveBayes",0.180555555555556,0.819444444444444,0.638888888888889,0.277777777777778
"582","classif.svm",0.180555555555556,0.819444444444444,0.640277777777778,0.280555555555555
"583","classif.gbm",0.166666666666667,0.833333333333333,0.690972222222222,0.381944444444444
"584","classif.lda",0.152777777777778,0.847222222222222,0.7,0.4
"585","classif.mlp",0.222222222222222,0.777777777777778,0.5,0
"586","classif.randomForest",0.222222222222222,0.777777777777778,0.65,0.3
"587","classif.rpart",0.208333333333333,0.791666666666667,0.648611111111111,0.297222222222222
"588","classif.glmnet",0.138888888888889,0.861111111111111,0.711111111111111,0.422222222222222
"589","classif.nnet",0.166666666666667,0.833333333333333,0.63125,0.2625
"590","classif.multinom",0.138888888888889,0.861111111111111,0.701388888888889,0.402777777777778
"591","classif.naiveBayes",0.277777777777778,0.722222222222222,0.757219251336898,0.514438502673797
"592","classif.svm",0.208333333333333,0.791666666666667,0.542245989304813,0.0844919786096257
"593","classif.gbm",0.236111111111111,0.763888888888889,0.832620320855615,0.66524064171123
"594","classif.lda",0.222222222222222,0.777777777777778,0.828877005347594,0.657754010695187
"595","classif.mlp",0.236111111111111,0.763888888888889,0.542780748663102,0.0855614973262031
"596","classif.randomForest",0.25,0.75,0.813903743315508,0.627807486631016
"597","classif.rpart",0.25,0.75,0.777540106951872,0.555080213903743
"598","classif.glmnet",0.236111111111111,0.763888888888889,0.837433155080214,0.674866310160428
"599","classif.nnet",0.236111111111111,0.763888888888889,0.604812834224599,0.209625668449198
"600","classif.multinom",0.222222222222222,0.777777777777778,0.832085561497326,0.664171122994652
"601","classif.naiveBayes",0.152777777777778,0.847222222222222,0.774250440917108,0.548500881834215
"602","classif.svm",0.111111111111111,0.888888888888889,0.72663139329806,0.45326278659612
"603","classif.gbm",0.125,0.875,0.798941798941799,0.597883597883598
"604","classif.lda",0.111111111111111,0.888888888888889,0.805996472663139,0.611992945326279
"605","classif.mlp",0.125,0.875,0.54320987654321,0.0864197530864197
"606","classif.randomForest",0.0972222222222222,0.902777777777778,0.830687830687831,0.661375661375661
"607","classif.rpart",0.125,0.875,0.77689594356261,0.553791887125221
"608","classif.glmnet",0.111111111111111,0.888888888888889,0.843033509700176,0.686067019400353
"609","classif.nnet",0.125,0.875,0.663139329805996,0.326278659611993
"610","classif.multinom",0.111111111111111,0.888888888888889,0.791887125220459,0.583774250440917
"611","classif.naiveBayes",0.236111111111111,0.763888888888889,0.612518628912072,0.225037257824143
"612","classif.svm",0.138888888888889,0.861111111111111,0.576751117734724,0.153502235469449
"613","classif.gbm",0.152777777777778,0.847222222222222,0.623695976154993,0.247391952309985
"614","classif.lda",0.208333333333333,0.791666666666667,0.631892697466468,0.263785394932936
"615","classif.mlp",0.152777777777778,0.847222222222222,0.66467958271237,0.329359165424739
"616","classif.randomForest",0.180555555555556,0.819444444444444,0.744411326378539,0.488822652757079
"617","classif.rpart",0.222222222222222,0.777777777777778,0.619225037257824,0.238450074515648
"618","classif.glmnet",0.180555555555556,0.819444444444444,0.643070044709389,0.286140089418778
"619","classif.nnet",0.152777777777778,0.847222222222222,0.666915052160954,0.333830104321908
"620","classif.multinom",0.180555555555556,0.819444444444444,0.621460506706408,0.242921013412817
"621","classif.naiveBayes",0.178082191780822,0.821917808219178,0.711143695014663,0.422287390029326
"622","classif.svm",0.150684931506849,0.849315068493151,0.563049853372434,0.126099706744868
"623","classif.gbm",0.150684931506849,0.849315068493151,0.776392961876833,0.552785923753666
"624","classif.lda",0.178082191780822,0.821917808219178,0.790322580645161,0.580645161290323
"625","classif.mlp",0.150684931506849,0.849315068493151,0.711876832844575,0.42375366568915
"626","classif.randomForest",0.123287671232877,0.876712328767123,0.781524926686217,0.563049853372434
"627","classif.rpart",0.191780821917808,0.808219178082192,0.582844574780059,0.165689149560117
"628","classif.glmnet",0.150684931506849,0.849315068493151,0.784457478005865,0.56891495601173
"629","classif.nnet",0.150684931506849,0.849315068493151,0.713343108504399,0.426686217008798
"630","classif.multinom",0.136986301369863,0.863013698630137,0.785923753665689,0.571847507331378
"631","classif.naiveBayes",0.166666666666667,0.833333333333333,0.693121693121693,0.386243386243386
"632","classif.svm",0.125,0.875,0.476190476190476,-0.0476190476190477
"633","classif.gbm",0.125,0.875,0.725749559082892,0.451499118165785
"634","classif.lda",0.180555555555556,0.819444444444444,0.716049382716049,0.432098765432099
"635","classif.mlp",0.125,0.875,0.452380952380952,-0.0952380952380952
"636","classif.randomForest",0.166666666666667,0.833333333333333,0.631393298059965,0.262786596119929
"637","classif.rpart",0.125,0.875,0.514991181657848,0.0299823633156966
"638","classif.glmnet",0.152777777777778,0.847222222222222,0.727513227513228,0.455026455026455
"639","classif.nnet",0.125,0.875,0.619929453262787,0.239858906525573
"640","classif.multinom",0.180555555555556,0.819444444444444,0.705467372134039,0.410934744268078
"641","classif.naiveBayes",0.166666666666667,0.833333333333333,0.748611111111111,0.497222222222222
"642","classif.svm",0.152777777777778,0.847222222222222,0.630555555555556,0.261111111111111
"643","classif.gbm",0.166666666666667,0.833333333333333,0.786111111111111,0.572222222222222
"644","classif.lda",0.152777777777778,0.847222222222222,0.769444444444444,0.538888888888889
"645","classif.mlp",0.166666666666667,0.833333333333333,0.598611111111111,0.197222222222222
"646","classif.randomForest",0.166666666666667,0.833333333333333,0.720833333333333,0.441666666666667
"647","classif.rpart",0.152777777777778,0.847222222222222,0.68125,0.3625
"648","classif.glmnet",0.180555555555556,0.819444444444444,0.752083333333333,0.504166666666667
"649","classif.nnet",0.166666666666667,0.833333333333333,0.754166666666667,0.508333333333333
"650","classif.multinom",0.152777777777778,0.847222222222222,0.769444444444444,0.538888888888889
"651","classif.naiveBayes",0.236111111111111,0.763888888888889,0.755080213903743,0.510160427807487
"652","classif.svm",0.236111111111111,0.763888888888889,0.635294117647059,0.270588235294118
"653","classif.gbm",0.236111111111111,0.763888888888889,0.762032085561497,0.524064171122995
"654","classif.lda",0.222222222222222,0.777777777777778,0.787165775401069,0.574331550802139
"655","classif.mlp",0.236111111111111,0.763888888888889,0.582887700534759,0.165775401069519
"656","classif.randomForest",0.194444444444444,0.805555555555556,0.816577540106952,0.633155080213904
"657","classif.rpart",0.25,0.75,0.624064171122995,0.248128342245989
"658","classif.glmnet",0.208333333333333,0.791666666666667,0.787165775401069,0.574331550802139
"659","classif.nnet",0.236111111111111,0.763888888888889,0.767914438502674,0.535828877005348
"660","classif.multinom",0.208333333333333,0.791666666666667,0.782887700534759,0.565775401069519
"661","classif.naiveBayes",0.236111111111111,0.763888888888889,0.777777777777778,0.555555555555556
"662","classif.svm",0.180555555555556,0.819444444444444,0.55,0.1
"663","classif.gbm",0.166666666666667,0.833333333333333,0.784722222222222,0.569444444444444
"664","classif.lda",0.194444444444444,0.805555555555556,0.788888888888889,0.577777777777778
"665","classif.mlp",0.166666666666667,0.833333333333333,0.665277777777778,0.330555555555555
"666","classif.randomForest",0.138888888888889,0.861111111111111,0.772222222222222,0.544444444444445
"667","classif.rpart",0.138888888888889,0.861111111111111,0.728472222222222,0.456944444444444
"668","classif.glmnet",0.194444444444444,0.805555555555556,0.781944444444444,0.563888888888889
"669","classif.nnet",0.166666666666667,0.833333333333333,0.723611111111111,0.447222222222222
"670","classif.multinom",0.208333333333333,0.791666666666667,0.780555555555556,0.561111111111111
"671","classif.naiveBayes",0.10958904109589,0.89041095890411,0.825396825396825,0.650793650793651
