FunctionName, RelativePath, CountLineCode, CountPath, Cyclomatic, MaxNesting, Knots, CountInput, CountOutput
__objc_condition_broadcast, gcc-2.8.0\objc\thr-pthreads.c, 5, 1, 1, 0, 0, 2, 2
__objc_condition_signal, gcc-2.8.0\objc\thr-pthreads.c, 5, 1, 1, 0, 0, 2, 2
__objc_condition_allocate, gcc-2.8.0\objc\thr-pthreads.c, 8, 2, 2, 1, 1, 2, 2
__objc_condition_deallocate, gcc-2.8.0\objc\thr-pthreads.c, 5, 1, 1, 0, 0, 2, 2
handle_pragma, gcc-2.8.0\config\sh\sh.c, 18, 5, 5, 1, 3, 5, 5
is_class_name, gcc-2.8.0\objc\objc-act.c, 19, 8, 6, 2, 7, 9, 2
extend_range, gcc-2.8.0\genattr.c, 9, 4, 3, 1, 0, 6, 3
read_token_list, gcc-2.8.0\cccp.c, 53, 38, 11, 3, 11, 7, 10
make_binding_level, gcc-2.8.0\c-decl.c, 6, 1, 1, 0, 0, 2, 2
init_decl_processing, gcc-2.8.0\c-decl.c, 443, 16, 10, 1, 1, 62, 99
reg_unused_after, gcc-2.8.0\config\sparc\sparc.c, 28, 8, 8, 3, 18, 8, 3
yyparse, gcc-2.8.0\cexp.c, 383, 963, 90, 3, 827, 23, 25
skip_if_group, gcc-2.8.0\cccp.c, 242, 999999999, 78, 8, 118, 31, 23
xstrdup, gcc-2.8.0\fix-header.c, 8, 1, 1, 0, 0, 2, 4
yyerror, gcc-2.8.0\cp\lex.c, 24, 6, 7, 1, 5, 3, 6
set_block, gcc-2.8.0\cp\decl.c, 6, 1, 1, 0, 0, 1, 2
get_push_address, gcc-2.8.0\expr.c, 13, 3, 3, 1, 2, 3, 3
enqueue_insn, gcc-2.8.0\expr.c, 8, 1, 1, 0, 0, 5, 3
queued_subexp_p, gcc-2.8.0\expr.c, 20, 4, 6, 1, 6, 6, 1
init_queue, gcc-2.8.0\expr.c, 6, 2, 2, 1, 0, 2, 1
move_by_pieces, gcc-2.8.0\expr.c, 59, 520, 13, 3, 2, 21, 17
move_by_pieces_ninsns, gcc-2.8.0\expr.c, 29, 26, 8, 3, 2, 14, 1
move_by_pieces_1, gcc-2.8.0\expr.c, 29, 5, 6, 2, 0, 15, 8
clear_by_pieces, gcc-2.8.0\expr.c, 49, 312, 12, 3, 2, 18, 12
clear_by_pieces_1, gcc-2.8.0\expr.c, 22, 5, 5, 2, 0, 12, 8
is_zeros_p, gcc-2.8.0\expr.c, 29, 9, 11, 3, 21, 20, 2
mostly_zeros_p, gcc-2.8.0\expr.c, 22, 5, 5, 3, 3, 11, 2
store_constructor, gcc-2.8.0\expr.c, 385, 7004, 61, 6, 35, 43, 43
store_field, gcc-2.8.0\expr.c, 108, 65, 22, 4, 14, 29, 22
save_noncopied_parts, gcc-2.8.0\expr.c, 26, 4, 4, 3, 1, 16, 8
init_noncopied_parts, gcc-2.8.0\expr.c, 19, 3, 3, 2, 1, 10, 4
safe_from_p, gcc-2.8.0\expr.c, 111, 330, 33, 4, 137, 26, 4
fixed_type_p, gcc-2.8.0\expr.c, 12, 2, 2, 1, 1, 4, 1
var_rtx, gcc-2.8.0\expr.c, 14, 4, 4, 1, 1, 11, 1
get_pointer_alignment, gcc-2.8.0\expr.c, 44, 11, 16, 3, 24, 16, 1
string_constant, gcc-2.8.0\expr.c, 33, 28, 8, 2, 5, 10, 2
c_strlen, gcc-2.8.0\expr.c, 35, 9, 8, 3, 10, 10, 6
expand_builtin, gcc-2.8.0\expr.c, 572, 5977, 131, 4, 2030, 73, 80
apply_args_size, gcc-2.8.0\expr.c, 47, 101, 15, 6, 1, 11, 7
apply_result_size, gcc-2.8.0\expr.c, 40, 51, 14, 6, 1, 9, 5
expand_builtin_apply_args, gcc-2.8.0\expr.c, 37, 16, 9, 3, 0, 9, 9
expand_builtin_apply, gcc-2.8.0\expr.c, 78, 576, 15, 3, 1, 12, 24
expand_builtin_return, gcc-2.8.0\expr.c, 31, 4, 7, 3, 0, 7, 11
expand_increment, gcc-2.8.0\expr.c, 121, 3361, 25, 3, 10, 30, 21
bc_allocate_local, gcc-2.8.0\expr.c, 20, 16, 5, 1, 1, 5, 4
bc_store_memory, gcc-2.8.0\expr.c, 25, 8, 5, 2, 3, 13, 3
bc_expand_component_address, gcc-2.8.0\expr.c, 32, 12, 6, 2, 6, 16, 4
bc_expand_address, gcc-2.8.0\expr.c, 65, 23, 17, 2, 38, 23, 13
bc_expand_constructor, gcc-2.8.0\expr.c, 87, 20, 9, 2, 3, 27, 12
bc_adjust_stack, gcc-2.8.0\expr.c, 18, 4, 4, 1, 4, 6, 2
bc_canonicalize_array_ref, gcc-2.8.0\expr.c, 20, 2, 2, 1, 0, 10, 9
bc_load_memory, gcc-2.8.0\expr.c, 21, 7, 6, 2, 4, 11, 2
bc_load_externaddr, gcc-2.8.0\expr.c, 8, 1, 1, 0, 0, 6, 2
bc_load_externaddr_id, gcc-2.8.0\expr.c, 10, 2, 2, 1, 0, 6, 4
bc_load_localaddr, gcc-2.8.0\expr.c, 6, 1, 1, 0, 0, 7, 1
bc_load_parmaddr, gcc-2.8.0\expr.c, 7, 1, 1, 0, 0, 6, 1
preexpand_calls, gcc-2.8.0\expr.c, 50, 15, 19, 3, 18, 15, 4
do_jump_by_parts_greater, gcc-2.8.0\expr.c, 52, 608, 13, 2, 3, 16, 7
do_jump_by_parts_equality, gcc-2.8.0\expr.c, 29, 32, 7, 2, 1, 15, 7
do_jump_by_parts_equality_rtx, gcc-2.8.0\expr.c, 44, 70, 11, 2, 4, 10, 9
do_jump_for_compare, gcc-2.8.0\expr.c, 47, 101, 13, 4, 5, 12, 12
compare, gcc-2.8.0\expr.c, 18, 1, 3, 0, 0, 12, 4
do_store_flag, gcc-2.8.0\expr.c, 162, 28514, 46, 2, 35, 29, 28
bc_expand_expr, gcc-2.8.0\expr.c, 299, 59, 74, 3, 1383, 65, 45
store_constructor_field, gcc-2.8.0\expr.c, 24, 3, 3, 2, 1, 15, 5
get_memory_usage_from_modifier, gcc-2.8.0\expr.c, 25, 5, 9, 1, 10, 2, 2
really_constant_p, gcc-2.8.0\tree.c, 10, 2, 2, 1, 0, 7, 1
tree_log2, gcc-2.8.0\tree.c, 26, 10, 8, 2, 3, 16, 2
do_jump, gcc-2.8.0\expr.c, 271, 624, 62, 2, 282, 31, 31
bc_allocate_variable_array, gcc-2.8.0\expr.c, 12, 2, 2, 1, 0, 2, 3
bc_push_offset_and_size, gcc-2.8.0\expr.c, 7, 1, 1, 0, 0, 6, 1
bc_gen_constr_label, gcc-2.8.0\expr.c, 8, 1, 4, 0, 0, 8, 9
bc_store_field, gcc-2.8.0\expr.c, 26, 3, 3, 2, 1, 9, 4
bc_store_bit_field, gcc-2.8.0\expr.c, 7, 1, 1, 0, 0, 3, 2
bc_load_bit_field, gcc-2.8.0\expr.c, 7, 1, 2, 0, 0, 3, 2
fatal, gcc-2.8.0\cccp.c, 12, 1, 5, 0, 0, 8, 2
output_compare, gcc-2.8.0\config\spur\spur.c, 30, 4, 3, 1, 2, 9, 3
set_yydebug, gcc-2.8.0\cp\lex.c, 7, 1, 1, 0, 0, 1, 1
main, gcc-2.8.0\gencodes.c, 48, 36, 8, 2, 2, 4, 15
output_fp_move_double, gcc-2.8.0\config\spur\spur.c, 43, 6, 6, 2, 8, 4, 5
output_add_large_offset, gcc-2.8.0\config\spur\spur.c, 29, 24, 6, 1, 1, 3, 3
big_immediate_operand, gcc-2.8.0\config\spur\spur.c, 7, 1, 1, 0, 0, 2, 1
unsigned_comparisons_p, gcc-2.8.0\config\romp\romp.c, 43, 9, 19, 4, 15, 11, 1
output_loadsave_fpregs, gcc-2.8.0\config\romp\romp.c, 17, 6, 4, 2, 0, 7, 3
output_fpops, gcc-2.8.0\config\romp\romp.c, 209, 204986, 46, 6, 104, 19, 13
init_fpops, gcc-2.8.0\config\romp\romp.c, 8, 2, 2, 1, 0, 1, 3
next_insn_tests_no_unsigned, gcc-2.8.0\config\romp\romp.c, 17, 3, 3, 2, 2, 6, 5
update_cc, gcc-2.8.0\config\romp\romp.c, 59, 33, 17, 2, 28, 10, 10
restore_compare_p, gcc-2.8.0\config\romp\romp.c, 10, 1, 1, 0, 0, 4, 1
output_in_line_mul, gcc-2.8.0\config\romp\romp.c, 12, 2, 2, 1, 0, 0, 3
memory_offset_in_range_p, gcc-2.8.0\config\romp\romp.c, 32, 21, 8, 2, 9, 14, 5
zero_memory_operand, gcc-2.8.0\config\romp\romp.c, 7, 1, 1, 0, 0, 3, 2
short_memory_operand, gcc-2.8.0\config\romp\romp.c, 11, 2, 3, 1, 0, 5, 2
start_function, gcc-2.8.0\c-decl.c, 149, 555265, 30, 4, 11, 50, 41
constant_pool_address_operand, gcc-2.8.0\config\romp\romp.c, 11, 1, 1, 0, 0, 7, 1
romp_symbolic_operand, gcc-2.8.0\config\romp\romp.c, 19, 3, 4, 1, 3, 8, 1
current_function_operand, gcc-2.8.0\config\romp\romp.c, 12, 2, 2, 1, 1, 8, 3
nshift_operator, gcc-2.8.0\config\mn10200\mn10200.c, 15, 2, 4, 1, 1, 2, 1
finish_struct, gcc-2.8.0\c-decl.c, 227, 999999999, 59, 4, 19, 50, 51
romp_pushes_stack, gcc-2.8.0\config\romp\romp.c, 7, 1, 1, 0, 0, 5, 4
constant_operand, gcc-2.8.0\config\romp\romp.c, 19, 3, 6, 1, 3, 7, 2
reg_or_0_operand, gcc-2.8.0\config\v850\v850.c, 12, 3, 3, 1, 2, 5, 3
reg_or_any_cint_operand, gcc-2.8.0\config\romp\romp.c, 7, 1, 1, 0, 0, 3, 2
reg_or_D_operand, gcc-2.8.0\config\romp\romp.c, 9, 2, 2, 1, 1, 6, 2
reg_or_add_operand, gcc-2.8.0\config\romp\romp.c, 8, 1, 1, 0, 0, 5, 3
reg_or_and_operand, gcc-2.8.0\config\romp\romp.c, 12, 3, 3, 1, 2, 5, 2
reg_or_cint_operand, gcc-2.8.0\config\rs6000\rs6000.c, 7, 1, 1, 0, 0, 3, 2
reg_or_mem_operand, gcc-2.8.0\config\rs6000\rs6000.c, 9, 1, 1, 0, 0, 2, 4
romp_operand, gcc-2.8.0\config\romp\romp.c, 9, 2, 2, 1, 1, 3, 3
reg_0_operand, gcc-2.8.0\config\romp\romp.c, 8, 1, 1, 0, 0, 6, 1
reg_15_operand, gcc-2.8.0\config\romp\romp.c, 8, 1, 1, 0, 0, 6, 1
float_binary, gcc-2.8.0\config\romp\romp.c, 21, 4, 7, 1, 3, 6, 1
float_unary, gcc-2.8.0\config\romp\romp.c, 12, 3, 3, 1, 2, 6, 1
float_conversion, gcc-2.8.0\config\romp\romp.c, 26, 6, 6, 1, 11, 6, 1
output_move_double, gcc-2.8.0\config\tahoe\tahoe.c, 174, 56511000, 58, 3, 68, 6, 11
romp_using_r14, gcc-2.8.0\config\romp\romp.c, 6, 1, 1, 0, 0, 4, 3
romp_sa_size, gcc-2.8.0\config\romp\romp.c, 14, 3, 3, 2, 2, 4, 2
romp_makes_calls, gcc-2.8.0\config\romp\romp.c, 20, 5, 5, 3, 7, 5, 4
output_move_double, gcc-2.8.0\config\spur\spur.c, 81, 92160, 27, 2, 14, 7, 9
output_encoded_offset, gcc-2.8.0\config\romp\romp.c, 21, 4, 4, 1, 3, 3, 1
output_call, gcc-2.8.0\config\convex\convex.c, 16, 8, 4, 1, 1, 3, 3
get_symref, gcc-2.8.0\config\romp\romp.c, 28, 12, 8, 2, 2, 13, 15
check_precision, gcc-2.8.0\config\romp\romp.c, 13, 4, 4, 1, 3, 4, 1
hash_rtx, gcc-2.8.0\config\romp\romp.c, 19, 6, 6, 2, 3, 10, 1
output_fpop, gcc-2.8.0\config\romp\romp.c, 192, 999999999, 59, 4, 16, 19, 19
romp_debugger_auto_correction, gcc-2.8.0\config\romp\romp.c, 9, 1, 1, 0, 0, 1, 2
romp_debugger_arg_correction, gcc-2.8.0\config\romp\romp.c, 9, 1, 1, 0, 0, 1, 2
indent_to, gcc-2.8.0\print-tree.c, 11, 4, 3, 1, 0, 5, 1
print_obstack_name, gcc-2.8.0\tree.c, 64, 105, 12, 2, 7, 17, 2
object_permanent_p, gcc-2.8.0\tree.c, 6, 1, 1, 0, 0, 3, 2
__addsf3, gcc-2.8.0\floatlib.c, 63, 140, 14, 1, 8, 5, 3
__subsf3, gcc-2.8.0\floatlib.c, 13, 3, 3, 1, 2, 4, 4
__cmpsf2, gcc-2.8.0\floatlib.c, 17, 6, 4, 1, 2, 3, 3
__mulsf3, gcc-2.8.0\floatlib.c, 34, 3, 3, 1, 2, 4, 3
__divsf3, gcc-2.8.0\floatlib.c, 41, 8, 7, 2, 2, 4, 3
__fixdfsi, gcc-2.8.0\config\fp-bit.c, 19, 6, 9, 1, 5, 5, 5
__negsf2, gcc-2.8.0\floatlib.c, 10, 2, 2, 1, 1, 3, 3
__muldf3, gcc-2.8.0\config\fp-bit.c, 12, 1, 1, 0, 0, 2, 4
__divdf3, gcc-2.8.0\config\fp-bit.c, 12, 1, 1, 0, 0, 2, 4
__objc_thread_yield, gcc-2.8.0\objc\thr-win32.c, 5, 1, 1, 0, 0, 0, 1
__adddf3, gcc-2.8.0\config\fp-bit.c, 12, 1, 1, 0, 0, 2, 4
GNU_xref_end, gcc-2.8.0\c-lang.c, 5, 1, 1, 0, 0, 0, 1
__fixunsdfsi, gcc-2.8.0\floatlib.c, 19, 4, 4, 1, 4, 4, 2
GNU_xref_end, gcc-2.8.0\cp\xref.c, 17, 8, 6, 1, 3, 7, 7
__objc_thread_yield, gcc-2.8.0\objc\thr-single.c, 5, 1, 1, 0, 0, 0, 0
__floatsidf, gcc-2.8.0\config\m68k\fpgnulib.c, 37, 10, 6, 2, 3, 3, 4
__dcmp, gcc-2.8.0\floatlib.c, 13, 5, 5, 1, 4, 5, 1
__cmpdf2, gcc-2.8.0\config\fp-bit.c, 9, 1, 1, 0, 0, 2, 3
fatal, gcc-2.8.0\gcc.c, 8, 1, 1, 0, 0, 13, 3
is_class_name, gcc-2.8.0\c-lang.c, 6, 1, 1, 0, 0, 1, 1
output_move_double, gcc-2.8.0\config\arm\arm.c, 186, 50, 44, 7, 150, 10, 11
final_prescan_insn, gcc-2.8.0\config\h8300\h8300.c, 20, 4, 3, 1, 0, 4, 2
output_function_epilogue, gcc-2.8.0\config\pa\pa.c, 18, 16, 5, 1, 0, 7, 5
unsigned_type, gcc-2.8.0\cp\typeck.c, 25, 10, 10, 1, 9, 23, 2
output_block_move, gcc-2.8.0\config\pa\pa.c, 70, 74, 16, 3, 6, 3, 5
not_sp_operand, gcc-2.8.0\config\m68k\m68k.c, 7, 1, 1, 0, 0, 3, 2
valid_dbcc_comparison_p, gcc-2.8.0\config\m68k\m68k.c, 16, 3, 11, 1, 3, 4, 1
flags_in_68881, gcc-2.8.0\config\m68k\m68k.c, 5, 1, 1, 0, 0, 2, 1
output_dbcc_and_branch, gcc-2.8.0\config\m68k\m68k.c, 49, 33, 13, 1, 58, 3, 3
output_scc_di, gcc-2.8.0\config\m68k\m68k.c, 109, 264, 16, 2, 58, 8, 12
output_block_move, gcc-2.8.0\config\dsp16xx\dsp16xx.c, 16, 1, 1, 0, 0, 3, 3
start_decl, gcc-2.8.0\c-decl.c, 86, 2880, 20, 4, 9, 26, 18
extend_operator, gcc-2.8.0\config\m68k\m68k.c, 16, 3, 4, 1, 2, 4, 1
const_method, gcc-2.8.0\config\m68k\m68k.c, 23, 7, 7, 2, 9, 5, 1
const_int_cost, gcc-2.8.0\config\m68k\m68k.c, 18, 4, 7, 1, 6, 1, 3
output_move_const_into_data_reg, gcc-2.8.0\config\m68k\m68k.c, 30, 7, 7, 1, 21, 4, 5
output_move_simode_const, gcc-2.8.0\config\m68k\m68k.c, 25, 5, 5, 1, 4, 10, 4
output_move_simode, gcc-2.8.0\config\m68k\m68k.c, 16, 4, 4, 1, 3, 2, 4
output_move_himode, gcc-2.8.0\config\m68k\m68k.c, 36, 8, 7, 2, 9, 8, 3
output_move_qimode, gcc-2.8.0\config\m68k\m68k.c, 52, 12, 9, 2, 9, 9, 10
output_move_stricthi, gcc-2.8.0\config\m68k\m68k.c, 10, 2, 2, 1, 1, 4, 1
output_move_strictqi, gcc-2.8.0\config\m68k\m68k.c, 10, 2, 2, 1, 1, 4, 1
set_block, gcc-2.8.0\c-decl.c, 6, 1, 1, 0, 0, 1, 2
main, gcc-2.8.0\gcov.c, 12, 1, 1, 0, 0, 2, 6
output_addsi3, gcc-2.8.0\config\m68k\m68k.c, 61, 17, 13, 3, 20, 4, 5
mark_addressable, gcc-2.8.0\c-typeck.c, 63, 13, 19, 4, 39, 16, 6
output_ior, gcc-2.8.0\config\pa\pa.c, 22, 19, 7, 2, 5, 3, 4
standard_68881_constant_p, gcc-2.8.0\config\m68k\m68k.c, 23, 15, 8, 2, 6, 10, 3
output_function_prologue, gcc-2.8.0\config\sparc\sparc.c, 112, 4680, 23, 2, 12, 9, 14
init_68881_table, gcc-2.8.0\config\m68k\m68k.c, 16, 3, 3, 2, 0, 2, 3
floating_exact_log2, gcc-2.8.0\config\m68k\m68k.c, 20, 4, 5, 2, 4, 6, 3
output_move_double, gcc-2.8.0\config\fx80\fx80.c, 106, 1548288, 34, 2, 18, 7, 11
print_operand, gcc-2.8.0\config\mn10200\mn10200.c, 216, 56, 61, 4, 137, 11, 9
strict_low_part_peephole_ok, gcc-2.8.0\config\m68k\m68k.c, 35, 7, 7, 3, 16, 10, 5
const_sint32_operand, gcc-2.8.0\config\arc\arc.c, 8, 1, 1, 0, 0, 4, 1
const_costs, gcc-2.8.0\config\h8300\h8300.c, 35, 7, 14, 3, 20, 4, 1
output_andsi3, gcc-2.8.0\config\m68k\m68k.c, 39, 7, 6, 2, 5, 5, 11
output_iorsi3, gcc-2.8.0\config\m68k\m68k.c, 37, 7, 6, 2, 5, 4, 11
output_xorsi3, gcc-2.8.0\config\m68k\m68k.c, 36, 7, 6, 2, 5, 4, 11
maybe_objc_method_name, gcc-2.8.0\c-lang.c, 6, 1, 1, 0, 0, 0, 1
secondary_reload_class, gcc-2.8.0\config\i960\i960.c, 18, 6, 4, 1, 2, 5, 2
xmalloc, gcc-2.8.0\enquire.c, 8, 2, 2, 1, 0, 2, 4
init_reg_map, gcc-2.8.0\unroll.c, 15, 4, 3, 1, 0, 3, 2
precondition_loop_p, gcc-2.8.0\unroll.c, 87, 20, 21, 2, 9, 22, 9
calculate_giv_inc, gcc-2.8.0\unroll.c, 66, 306, 13, 3, 6, 9, 5
initial_reg_note_copy, gcc-2.8.0\unroll.c, 19, 4, 4, 1, 3, 7, 7
final_reg_note_copy, gcc-2.8.0\unroll.c, 10, 3, 3, 2, 0, 8, 2
copy_loop_body, gcc-2.8.0\unroll.c, 287, 41440, 50, 7, 36, 45, 48
iteration_info, gcc-2.8.0\unroll.c, 52, 11, 11, 2, 7, 14, 4
approx_final_value, gcc-2.8.0\unroll.c, 41, 11, 11, 1, 29, 3, 5
find_splittable_regs, gcc-2.8.0\unroll.c, 91, 433, 16, 5, 4, 32, 16
find_splittable_givs, gcc-2.8.0\unroll.c, 207, 2411524, 40, 7, 28, 43, 31
reg_dead_after_loop, gcc-2.8.0\unroll.c, 46, 32, 11, 4, 21, 13, 8
fold_rtx_mult_add, gcc-2.8.0\unroll.c, 31, 32, 6, 1, 0, 8, 4
remap_split_bivs, gcc-2.8.0\unroll.c, 43, 17, 16, 3, 6, 16, 5
set_dominates_use, gcc-2.8.0\unroll.c, 33, 20, 9, 2, 11, 11, 2
verify_addresses, gcc-2.8.0\unroll.c, 16, 2, 2, 1, 0, 9, 3
bc_make_decl_rtl, gcc-2.8.0\varasm.c, 24, 7, 9, 4, 0, 20, 16
strip_reg_name, gcc-2.8.0\varasm.c, 8, 2, 2, 1, 0, 2, 1
bc_output_ascii, gcc-2.8.0\varasm.c, 8, 7, 6, 4, 1, 4, 2
contains_pointers_p, gcc-2.8.0\varasm.c, 27, 6, 10, 3, 11, 8, 1
decode_addr_const, gcc-2.8.0\varasm.c, 63, 75, 16, 3, 12, 24, 7
const_hash, gcc-2.8.0\varasm.c, 82, 23, 20, 4, 62, 27, 6
compare_constant, gcc-2.8.0\varasm.c, 7, 1, 1, 0, 0, 4, 2
compare_constant_1, gcc-2.8.0\varasm.c, 122, 62, 35, 5, 197, 29, 9
record_constant, gcc-2.8.0\varasm.c, 11, 1, 5, 0, 0, 9, 8
record_constant_1, gcc-2.8.0\varasm.c, 98, 22, 32, 4, 70, 32, 10
copy_constant, gcc-2.8.0\varasm.c, 47, 13, 16, 3, 28, 15, 12
output_constant_def_contents, gcc-2.8.0\varasm.c, 35, 9, 6, 2, 3, 19, 8
decode_rtx_const, gcc-2.8.0\varasm.c, 70, 60, 16, 3, 13, 17, 12
const_hash_rtx, gcc-2.8.0\varasm.c, 15, 2, 2, 1, 0, 3, 2
compare_constant_rtx, gcc-2.8.0\varasm.c, 18, 3, 3, 2, 3, 5, 2
record_constant_rtx, gcc-2.8.0\varasm.c, 14, 1, 6, 0, 0, 10, 9
find_pool_constant, gcc-2.8.0\varasm.c, 11, 3, 3, 2, 3, 11, 2
mark_constant_pool, gcc-2.8.0\varasm.c, 18, 19, 7, 2, 1, 7, 3
mark_constants, gcc-2.8.0\varasm.c, 50, 12, 18, 4, 10, 12, 3
output_addressed_constants, gcc-2.8.0\varasm.c, 43, 10, 12, 3, 10, 11, 2
output_after_function_constants, gcc-2.8.0\varasm.c, 12, 2, 2, 1, 0, 6, 3
bc_assemble_integer, gcc-2.8.0\varasm.c, 90, 304, 16, 3, 9, 14, 4
output_constructor, gcc-2.8.0\varasm.c, 201, 359456, 42, 5, 13, 30, 9
in_data_section, gcc-2.8.0\varasm.c, 5, 1, 1, 0, 0, 1, 1
variable_section, gcc-2.8.0\varasm.c, 15, 3, 3, 2, 2, 14, 3
mvs_map_char, gcc-2.8.0\config\i370\i370.c, 6, 1, 1, 0, 0, 1, 1
check_label_emit, gcc-2.8.0\config\i370\i370.c, 12, 2, 2, 1, 0, 4, 4
mvs_add_label, gcc-2.8.0\config\i370\i370.c, 24, 3, 3, 2, 1, 5, 9
mvs_check_label, gcc-2.8.0\config\i370\i370.c, 12, 3, 3, 2, 3, 4, 1
mvs_free_label, gcc-2.8.0\config\i370\i370.c, 11, 3, 3, 2, 0, 3, 4
mvs_check_page, gcc-2.8.0\config\i370\i370.c, 28, 4, 3, 1, 1, 8, 7
mvs_function_check, gcc-2.8.0\config\i370\i370.c, 21, 4, 4, 2, 4, 2, 2
s_operand, gcc-2.8.0\config\i370\i370.c, 26, 7, 7, 2, 8, 9, 3
r_or_s_operand, gcc-2.8.0\config\i370\i370.c, 28, 8, 8, 2, 9, 9, 3
unsigned_jump_follows_p, gcc-2.8.0\config\i370\i370.c, 18, 5, 5, 1, 4, 4, 1
i370_function_prolog, gcc-2.8.0\config\i370\i370.c, 83, 2, 2, 1, 0, 11, 9
print_code, gcc-2.8.0\genpeep.c, 13, 3, 3, 2, 1, 3, 1
print_lang_statistics, gcc-2.8.0\objc\objc-act.c, 4, 1, 1, 0, 0, 0, 0
print_lang_decl, gcc-2.8.0\cp\ptree.c, 32, 19, 13, 1, 2, 12, 2
fatal, gcc-2.8.0\genpeep.c, 9, 1, 1, 0, 0, 7, 2
secondary_reload_class, gcc-2.8.0\config\mn10200\mn10200.c, 20, 3, 3, 1, 2, 5, 1
build_objc_string, gcc-2.8.0\c-lang.c, 8, 1, 1, 0, 0, 0, 2
debug_obstack, gcc-2.8.0\tree.c, 7, 1, 1, 0, 0, 1, 2
preserve_momentary, gcc-2.8.0\tree.c, 5, 1, 1, 0, 0, 2, 2
chain_member_value, gcc-2.8.0\tree.c, 12, 3, 3, 2, 3, 6, 1
chain_member_purpose, gcc-2.8.0\tree.c, 12, 3, 3, 2, 3, 6, 1
listify, gcc-2.8.0\tree.c, 19, 3, 3, 2, 1, 3, 4
type_hash_lookup, gcc-2.8.0\tree.c, 28, 3, 3, 2, 3, 15, 4
type_list_equal, gcc-2.8.0\tree.c, 14, 3, 3, 2, 3, 9, 2
type_hash_add, gcc-2.8.0\tree.c, 12, 1, 1, 0, 0, 4, 5
print_inline_obstack_statistics, gcc-2.8.0\tree.c, 20, 3, 3, 2, 0, 9, 1
__udivsi3, gcc-2.8.0\config\mn10200\udivmod.c, 5, 1, 1, 0, 0, 2, 2
__umodsi3, gcc-2.8.0\config\mn10200\udivmod.c, 5, 1, 1, 0, 0, 2, 2
try, gcc-2.8.0\choose-temp.c, 11, 3, 3, 1, 2, 3, 2
notreg_cost, gcc-2.8.0\cse.c, 18, 1, 4, 0, 0, 15, 5
new_basic_block, gcc-2.8.0\cse.c, 22, 3, 3, 2, 0, 9, 6
make_new_qty, gcc-2.8.0\cse.c, 14, 2, 2, 1, 0, 4, 10
make_regs_eqv, gcc-2.8.0\cse.c, 42, 10, 5, 2, 2, 16, 7
delete_reg_equiv, gcc-2.8.0\cse.c, 20, 5, 4, 1, 3, 7, 5
mention_regs, gcc-2.8.0\cse.c, 52, 54, 15, 3, 3, 17, 6
insert_regs, gcc-2.8.0\cse.c, 40, 8, 8, 5, 12, 17, 5
free_element, gcc-2.8.0\cse.c, 7, 1, 1, 0, 0, 4, 3
remove_from_table, gcc-2.8.0\cse.c, 50, 301, 13, 3, 4, 14, 9
get_element, gcc-2.8.0\cse.c, 12, 2, 2, 1, 1, 3, 4
logical_operand, gcc-2.8.0\config\rs6000\rs6000.c, 10, 1, 1, 0, 0, 6, 2
lookup_for_remove, gcc-2.8.0\cse.c, 23, 6, 6, 3, 9, 11, 2
lookup_as_function, gcc-2.8.0\cse.c, 17, 4, 4, 2, 4, 8, 4
insert, gcc-2.8.0\cse.c, 114, 10080, 24, 3, 6, 32, 26
merge_equiv_classes, gcc-2.8.0\cse.c, 34, 7, 8, 3, 1, 14, 11
invalidate, gcc-2.8.0\cse.c, 77, 34, 18, 6, 4, 19, 10
remove_invalid_refs, gcc-2.8.0\cse.c, 15, 4, 4, 3, 0, 6, 2
rehash_using_reg, gcc-2.8.0\cse.c, 35, 24, 9, 4, 2, 16, 6
invalidate_memory, gcc-2.8.0\cse.c, 19, 4, 4, 3, 0, 11, 2
invalidate_for_call, gcc-2.8.0\cse.c, 34, 36, 10, 5, 3, 12, 4
use_related_value, gcc-2.8.0\cse.c, 40, 140, 12, 4, 10, 9, 7
canon_hash, gcc-2.8.0\cse.c, 130, 67, 34, 4, 80, 33, 5
safe_hash, gcc-2.8.0\cse.c, 14, 1, 1, 0, 0, 12, 5
exp_equiv_p, gcc-2.8.0\cse.c, 114, 32, 40, 4, 119, 31, 5
set_nonvarying_address_components, gcc-2.8.0\cse.c, 102, 96, 14, 3, 16, 17, 5
refers_to_p, gcc-2.8.0\cse.c, 40, 19, 12, 4, 23, 10, 2
refers_to_mem_p, gcc-2.8.0\cse.c, 45, 11, 11, 4, 23, 15, 3
cse_rtx_addr_varies_p, gcc-2.8.0\cse.c, 34, 4, 4, 1, 3, 14, 2
canon_reg, gcc-2.8.0\cse.c, 61, 10, 20, 3, 8, 20, 9
find_best_addr, gcc-2.8.0\cse.c, 57, 16, 9, 3, 6, 15, 12
find_comparison_args, gcc-2.8.0\cse.c, 85, 1441, 16, 3, 12, 25, 10
cse_gen_binary, gcc-2.8.0\cse.c, 27, 8, 5, 1, 3, 13, 4
simplify_plus_minus, gcc-2.8.0\cse.c, 125, 37251, 36, 6, 29, 10, 5
fold_rtx, gcc-2.8.0\cse.c, 615, 29940160, 187, 6, 380, 45, 37
equiv_constant, gcc-2.8.0\cse.c, 25, 14, 8, 3, 9, 13, 5
record_jump_equiv, gcc-2.8.0\cse.c, 30, 9, 5, 1, 2, 8, 6
