FunctionName, RelativePath, CountLineCode, CountPath, Cyclomatic, MaxNesting, Knots, CountInput, CountOutput
build_real, gcc-2.8.0\tree.c, 13, 1, 1, 0, 0, 8, 8
build_complex, gcc-2.8.0\tree.c, 14, 1, 2, 0, 0, 12, 10
end_temporary_allocation, gcc-2.8.0\tree.c, 7, 1, 1, 0, 0, 41, 4
size_binop, gcc-2.8.0\fold-const.c, 20, 6, 6, 2, 8, 57, 6
integer_onep, gcc-2.8.0\tree.c, 13, 2, 2, 1, 0, 26, 2
real_value_from_int_cst, gcc-2.8.0\tree.c, 27, 2, 2, 1, 1, 9, 1
build_real_from_int_cst, gcc-2.8.0\tree.c, 26, 2, 3, 1, 1, 9, 11
non_lvalue, gcc-2.8.0\fold-const.c, 23, 3, 3, 2, 3, 13, 5
pedantic_non_lvalue, gcc-2.8.0\fold-const.c, 9, 2, 2, 1, 1, 5, 2
operand_equal_p, gcc-2.8.0\fold-const.c, 98, 109, 23, 2, 46, 36, 3
get_narrower, gcc-2.8.0\tree.c, 54, 44, 10, 3, 8, 21, 8
signed_comparison_operator, gcc-2.8.0\config\alpha\alpha.c, 12, 2, 7, 1, 1, 3, 1
invert_truthvalue, gcc-2.8.0\fold-const.c, 78, 21, 23, 2, 128, 17, 8
get_inner_reference, gcc-2.8.0\expr.c, 121, 11664, 28, 4, 15, 34, 16
get_best_mode, gcc-2.8.0\stor-layout.c, 39, 24, 10, 3, 5, 13, 1
integer_all_onesp, gcc-2.8.0\tree.c, 34, 14, 8, 2, 6, 21, 3
integer_pow2p, gcc-2.8.0\tree.c, 32, 20, 9, 2, 5, 20, 2
simple_cst_equal, gcc-2.8.0\tree.c, 96, 29, 34, 3, 80, 32, 4
real_zerop, gcc-2.8.0\tree.c, 12, 2, 2, 1, 0, 21, 1
real_onep, gcc-2.8.0\tree.c, 12, 2, 2, 1, 0, 16, 2
real_twop, gcc-2.8.0\tree.c, 12, 2, 2, 1, 0, 16, 2
read_rtx, gcc-2.8.0\rtl.c, 176, 17880, 43, 5, 51, 26, 31
make_insn_sequence, gcc-2.8.0\genrecog.c, 57, 176, 12, 4, 4, 12, 15
add_to_sequence, gcc-2.8.0\genrecog.c, 207, 570, 54, 6, 68, 23, 42
not_both_true, gcc-2.8.0\genrecog.c, 56, 137, 19, 5, 22, 22, 1
position_merit, gcc-2.8.0\genrecog.c, 27, 5, 9, 1, 4, 8, 1
merge_trees, gcc-2.8.0\genrecog.c, 148, 4060, 22, 5, 13, 28, 28
break_out_subroutines, gcc-2.8.0\genrecog.c, 18, 4, 3, 1, 0, 8, 5
write_subroutine, gcc-2.8.0\genrecog.c, 31, 48, 9, 1, 2, 6, 2
write_tree_1, gcc-2.8.0\genrecog.c, 306, 999999999, 58, 5, 14, 37, 16
power_of_two_operand, gcc-2.8.0\config\v850\v850.c, 11, 3, 3, 1, 2, 4, 2
same_codes, gcc-2.8.0\genrecog.c, 10, 3, 3, 2, 3, 5, 1
clear_codes, gcc-2.8.0\genrecog.c, 7, 2, 2, 1, 0, 3, 1
same_modes, gcc-2.8.0\genrecog.c, 10, 3, 4, 2, 3, 6, 1
clear_modes, gcc-2.8.0\genrecog.c, 7, 2, 2, 1, 0, 3, 1
write_tree, gcc-2.8.0\genrecog.c, 36, 6, 9, 3, 3, 13, 3
change_state, gcc-2.8.0\genrecog.c, 22, 6, 4, 2, 1, 6, 3
mybcopy, gcc-2.8.0\genoutput.c, 9, 2, 2, 1, 0, 5, 0
my_strerror, gcc-2.8.0\collect2.c, 12, 3, 3, 1, 2, 4, 2
concat3, gcc-2.8.0\config\winnt\fixinc-nt.c, 6, 1, 1, 0, 0, 6, 2
extract_string, gcc-2.8.0\collect2.c, 28, 11, 12, 2, 8, 9, 7
macroexpand, gcc-2.8.0\cccp.c, 276, 999999999, 80, 8, 40, 41, 38
_obstack_begin, gcc-2.8.0\obstack.c, 34, 8, 5, 1, 0, 27, 16
init_rtl, gcc-2.8.0\rtl.c, 32, 36, 7, 2, 0, 16, 5
read_skip_spaces, gcc-2.8.0\rtl.c, 31, 11, 9, 4, 9, 14, 3
const_uint32_operand, gcc-2.8.0\config\m68k\m68k.c, 8, 1, 1, 0, 0, 4, 1
free_dircontents, gcc-2.8.0\config\winnt\dirent.c, 13, 3, 3, 2, 0, 5, 1
IsHPFSFileSystem, gcc-2.8.0\config\winnt\dirent.c, 26, 2, 3, 1, 1, 2, 7
rewinddir, gcc-2.8.0\config\winnt\dirent.c, 6, 1, 1, 0, 0, 1, 1
seekdir, gcc-2.8.0\config\winnt\dirent.c, 15, 3, 3, 1, 1, 5, 3
telldir, gcc-2.8.0\config\winnt\dirent.c, 6, 1, 2, 0, 0, 2, 1
__objc_object_alloc, gcc-2.8.0\objc\objects.c, 4, 1, 1, 0, 0, 2, 2
__objc_object_dispose, gcc-2.8.0\objc\objects.c, 5, 1, 1, 0, 0, 1, 2
__objc_object_copy, gcc-2.8.0\objc\objects.c, 6, 1, 1, 0, 0, 3, 3
class_create_instance, gcc-2.8.0\objc\objects.c, 13, 4, 3, 1, 0, 5, 4
object_copy, gcc-2.8.0\objc\objects.c, 8, 2, 2, 1, 1, 4, 1
object_dispose, gcc-2.8.0\objc\objects.c, 12, 3, 3, 2, 1, 4, 3
objc_free, gcc-2.8.0\objc\misc.c, 5, 1, 1, 0, 0, 28, 1
objc_malloc, gcc-2.8.0\objc\misc.c, 8, 2, 2, 1, 0, 17, 3
set_class_shadows, gcc-2.8.0\cp\decl.c, 6, 1, 1, 0, 0, 2, 2
get_vfield_name, gcc-2.8.0\cp\class.c, 16, 2, 2, 1, 0, 16, 4
finish_struct_anon, gcc-2.8.0\cp\class.c, 31, 33, 9, 4, 4, 13, 4
build_vbase_pointer, gcc-2.8.0\cp\class.c, 9, 1, 1, 0, 0, 10, 5
complete_type_p, gcc-2.8.0\cp\class.c, 38, 15, 16, 3, 19, 11, 1
typecode_p, gcc-2.8.0\cp\class.c, 9, 1, 1, 0, 0, 6, 1
build_vtable_entry, gcc-2.8.0\cp\class.c, 37, 5, 5, 3, 2, 23, 11
get_vtable_name, gcc-2.8.0\cp\class.c, 13, 2, 4, 1, 0, 6, 6
get_derived_offset, gcc-2.8.0\cp\class.c, 18, 3, 3, 2, 2, 13, 3
get_basefndecls, gcc-2.8.0\cp\class.c, 27, 9, 6, 2, 1, 16, 3
set_rtti_entry, gcc-2.8.0\cp\class.c, 21, 4, 6, 1, 2, 10, 8
build_vtable, gcc-2.8.0\cp\class.c, 36, 4, 5, 1, 1, 20, 28
prepare_fresh_vtable, gcc-2.8.0\cp\class.c, 67, 18, 9, 2, 3, 26, 30
fixup_vtable_deltas1, gcc-2.8.0\cp\class.c, 47, 11, 14, 5, 1, 32, 12
fixup_vtable_deltas, gcc-2.8.0\cp\class.c, 21, 6, 5, 2, 0, 14, 1
grow_method, gcc-2.8.0\cp\class.c, 23, 6, 5, 2, 1, 12, 3
finish_vtbls, gcc-2.8.0\cp\class.c, 37, 12, 9, 3, 0, 22, 13
modify_vtable_entry, gcc-2.8.0\cp\class.c, 12, 2, 4, 1, 0, 17, 5
get_vtable_entry_n, gcc-2.8.0\cp\class.c, 12, 2, 2, 1, 0, 6, 1
add_virtual_function, gcc-2.8.0\cp\class.c, 47, 32, 9, 3, 2, 16, 17
delete_duplicate_fields_1, gcc-2.8.0\cp\class.c, 73, 25, 17, 6, 25, 12, 7
delete_duplicate_fields, gcc-2.8.0\cp\class.c, 8, 2, 2, 1, 0, 4, 3
finish_struct_bits, gcc-2.8.0\cp\class.c, 71, 360, 14, 3, 2, 34, 28
alter_access, gcc-2.8.0\cp\class.c, 39, 9, 9, 2, 12, 21, 9
overrides, gcc-2.8.0\cp\class.c, 22, 5, 5, 2, 4, 18, 2
strictly_overrides, gcc-2.8.0\cp\class.c, 11, 2, 2, 1, 1, 7, 2
merge_overrides, gcc-2.8.0\cp\class.c, 23, 6, 5, 2, 0, 15, 1
override_one_vtable, gcc-2.8.0\cp\class.c, 88, 50, 27, 4, 27, 29, 20
mark_overriders, gcc-2.8.0\cp\class.c, 11, 3, 3, 2, 0, 7, 3
check_for_override, gcc-2.8.0\cp\class.c, 41, 15, 8, 4, 7, 20, 9
maybe_fixup_vptrs, gcc-2.8.0\cp\class.c, 23, 4, 5, 3, 0, 15, 5
get_class_offset_1, gcc-2.8.0\cp\class.c, 38, 12, 8, 3, 5, 16, 6
get_class_offset, gcc-2.8.0\cp\class.c, 24, 7, 6, 2, 5, 16, 3
modify_one_vtable, gcc-2.8.0\cp\class.c, 58, 55, 18, 4, 3, 33, 11
modify_all_vtables, gcc-2.8.0\cp\class.c, 8, 2, 2, 1, 0, 8, 2
modify_all_direct_vtables, gcc-2.8.0\cp\class.c, 21, 6, 5, 2, 0, 16, 1
modify_all_indirect_vtables, gcc-2.8.0\cp\class.c, 25, 6, 5, 2, 0, 18, 2
build_class_init_list, gcc-2.8.0\cp\class.c, 81, 4860, 22, 5, 11, 27, 13
finish_base_struct, gcc-2.8.0\cp\class.c, 186, 4665720, 39, 6, 8, 47, 39
push_expression_obstack, gcc-2.8.0\cp\tree.c, 6, 1, 1, 0, 0, 2, 2
binfo_member, gcc-2.8.0\tree.c, 12, 3, 3, 2, 3, 19, 1
make_thunk, gcc-2.8.0\cp\method.c, 42, 32, 6, 1, 1, 15, 19
build_vtbl_ref, gcc-2.8.0\cp\class.c, 51, 90, 11, 5, 3, 18, 5
get_vfield_offset, gcc-2.8.0\cp\class.c, 10, 1, 1, 0, 0, 13, 3
get_tinfo_fn, gcc-2.8.0\cp\rtti.c, 31, 12, 5, 1, 1, 16, 22
import_export_vtable, gcc-2.8.0\cp\decl2.c, 48, 12, 9, 4, 6, 23, 6
temp_tree_cons, gcc-2.8.0\tree.c, 11, 1, 1, 0, 0, 13, 3
add_method, gcc-2.8.0\cp\class.c, 106, 24, 21, 4, 7, 33, 29
make_binfo, gcc-2.8.0\cp\tree.c, 27, 8, 4, 1, 1, 20, 9
propagate_binfo_offsets, gcc-2.8.0\cp\tree.c, 54, 26, 10, 5, 3, 11, 7
get_vbase_types, gcc-2.8.0\cp\search.c, 18, 4, 3, 1, 1, 9, 10
copy_assignment_arg_p, gcc-2.8.0\cp\decl2.c, 14, 5, 4, 1, 2, 10, 1
get_baselinks, gcc-2.8.0\cp\search.c, 52, 21, 10, 4, 8, 27, 11
duplicate_tag_error, gcc-2.8.0\cp\class.c, 44, 8, 5, 3, 0, 18, 23
skip_rtti_stuff, gcc-2.8.0\cp\class.c, 18, 4, 3, 1, 0, 12, 2
get_matching_virtual, gcc-2.8.0\cp\search.c, 111, 132, 24, 7, 26, 34, 16
commonparms, gcc-2.8.0\cp\typeck.c, 57, 88, 10, 3, 5, 9, 11
warn_hidden, gcc-2.8.0\cp\class.c, 49, 97, 12, 4, 3, 18, 5
cp_pedwarn_at, gcc-2.8.0\cp\errfn.c, 9, 2, 2, 1, 0, 15, 1
GNU_xref_decl, gcc-2.8.0\cp\xref.c, 101, 327, 35, 2, 28, 38, 10
layout_basetypes, gcc-2.8.0\cp\tree.c, 86, 258, 15, 4, 7, 32, 32
GNU_xref_member, gcc-2.8.0\cp\xref.c, 36, 20, 13, 1, 5, 23, 7
binfo_or_else, gcc-2.8.0\cp\typeck2.c, 16, 4, 4, 2, 4, 10, 3
constructor_name_full, gcc-2.8.0\cp\decl2.c, 20, 8, 5, 2, 2, 22, 2
min_precision, gcc-2.8.0\c-common.c, 16, 6, 4, 1, 2, 11, 6
abstract_virtuals_error, gcc-2.8.0\cp\typeck2.c, 38, 22, 10, 2, 8, 18, 4
signature_error, gcc-2.8.0\cp\typeck2.c, 27, 8, 8, 2, 7, 9, 1
cons_up_default_function, gcc-2.8.0\cp\lex.c, 69, 48, 12, 2, 13, 9, 25
build_lang_field_decl, gcc-2.8.0\cp\lex.c, 21, 4, 6, 1, 1, 29, 10
layout_vbasetypes, gcc-2.8.0\cp\tree.c, 87, 520, 16, 4, 4, 26, 17
build_index_type, gcc-2.8.0\tree.c, 26, 3, 4, 2, 1, 33, 16
build_array_type, gcc-2.8.0\tree.c, 25, 6, 4, 1, 1, 27, 10
do_inline_function_hair, gcc-2.8.0\cp\method.c, 52, 144, 12, 3, 2, 18, 5
hack_incomplete_structures, gcc-2.8.0\cp\decl.c, 39, 10, 8, 4, 3, 10, 9
append_signature_fields, gcc-2.8.0\cp\sig.c, 37, 10, 6, 4, 1, 7, 9
id_in_current_class, gcc-2.8.0\cp\decl.c, 6, 1, 1, 0, 0, 5, 2
cplus_decl_attributes, gcc-2.8.0\cp\decl2.c, 12, 5, 4, 1, 1, 14, 5
init_class_processing, gcc-2.8.0\cp\class.c, 21, 1, 1, 0, 0, 7, 22
push_memoized_context, gcc-2.8.0\cp\search.c, 25, 4, 4, 3, 2, 11, 8
pushlevel_class, gcc-2.8.0\cp\decl.c, 23, 2, 3, 1, 1, 7, 8
build_mi_matrix, gcc-2.8.0\cp\search.c, 24, 3, 3, 1, 1, 12, 7
push_class_decls, gcc-2.8.0\cp\search.c, 57, 21, 10, 6, 7, 23, 8
free_mi_matrix, gcc-2.8.0\cp\search.c, 6, 1, 1, 0, 0, 5, 5
set_identifier_type_value, gcc-2.8.0\cp\decl.c, 7, 1, 2, 0, 0, 8, 1
unuse_fields, gcc-2.8.0\cp\search.c, 6, 1, 1, 0, 0, 5, 1
poplevel_class, gcc-2.8.0\cp\decl.c, 34, 24, 6, 2, 1, 16, 15
pop_class_decls, gcc-2.8.0\cp\search.c, 6, 2, 2, 1, 0, 2, 2
pop_memoized_context, gcc-2.8.0\cp\search.c, 29, 24, 7, 2, 2, 15, 8
push_nested_class, gcc-2.8.0\cp\class.c, 14, 3, 3, 1, 1, 15, 1
pop_nested_class, gcc-2.8.0\cp\class.c, 9, 2, 2, 1, 0, 14, 1
push_lang_context, gcc-2.8.0\cp\class.c, 26, 6, 4, 1, 2, 17, 7
pop_lang_context, gcc-2.8.0\cp\class.c, 9, 3, 3, 1, 1, 12, 3
overloaded_globals_p, gcc-2.8.0\cp\decl.c, 11, 3, 3, 1, 2, 7, 2
next_baselink, gcc-2.8.0\cp\search.c, 15, 2, 2, 1, 0, 10, 4
print_class_statistics, gcc-2.8.0\cp\class.c, 4, 1, 1, 0, 0, 1, 0
maybe_push_cache_obstack, gcc-2.8.0\cp\class.c, 7, 2, 2, 1, 0, 4, 2
build_self_reference, gcc-2.8.0\cp\class.c, 13, 1, 1, 0, 0, 2, 16
lvalue_p, gcc-2.8.0\c-typeck.c, 28, 5, 13, 1, 10, 7, 1
prsym, gcc-2.8.0\bc-emit.c, 10, 2, 2, 1, 1, 3, 1
hard_regno_mode_ok, gcc-2.8.0\config\ns32k\ns32k.c, 63, 14, 22, 4, 41, 2, 1
sym_lookup, gcc-2.8.0\bc-emit.c, 19, 3, 3, 2, 3, 10, 13
bc_sym_write, gcc-2.8.0\bc-emit.c, 29, 6, 6, 4, 1, 7, 3
seg_create, gcc-2.8.0\bc-emit.c, 12, 1, 1, 0, 0, 3, 7
seg_align, gcc-2.8.0\bc-emit.c, 15, 3, 3, 2, 0, 10, 6
seg_data, gcc-2.8.0\bc-emit.c, 15, 3, 3, 2, 0, 13, 5
seg_skip, gcc-2.8.0\bc-emit.c, 14, 3, 3, 2, 0, 7, 5
seg_defsym, gcc-2.8.0\bc-emit.c, 18, 2, 2, 1, 1, 10, 9
seg_refsym, gcc-2.8.0\bc-emit.c, 16, 1, 1, 0, 0, 9, 8
seg_concat, gcc-2.8.0\bc-emit.c, 31, 4, 5, 2, 0, 9, 11
bc_seg_write, gcc-2.8.0\bc-emit.c, 57, 152, 11, 3, 1, 11, 8
bc_initialize, gcc-2.8.0\bc-emit.c, 31, 18, 6, 2, 0, 2, 12
bc_init_mode_to_code_map, gcc-2.8.0\bc-optab.c, 12, 2, 2, 1, 0, 1, 3
bc_define_pointer, gcc-2.8.0\bc-emit.c, 8, 1, 1, 0, 0, 4, 2
bc_begin_function, gcc-2.8.0\bc-emit.c, 9, 1, 1, 0, 0, 3, 6
bc_align_bytecode, gcc-2.8.0\bc-emit.c, 6, 1, 1, 0, 0, 3, 1
bc_emit_bytecode_const, gcc-2.8.0\bc-emit.c, 8, 2, 2, 1, 0, 5, 1
bc_get_bytecode_label, gcc-2.8.0\bc-emit.c, 11, 1, 1, 0, 0, 6, 6
bc_emit_bytecode_labeldef, gcc-2.8.0\bc-emit.c, 12, 2, 2, 1, 1, 14, 6
bc_new_uid, gcc-2.8.0\stmt.c, 6, 1, 1, 0, 0, 1, 1
bc_emit_bytecode_labelref, gcc-2.8.0\bc-emit.c, 13, 1, 1, 0, 0, 13, 6
bc_emit_code_labelref, gcc-2.8.0\bc-emit.c, 10, 1, 1, 0, 0, 8, 2
bc_end_function, gcc-2.8.0\bc-emit.c, 37, 12, 5, 2, 0, 15, 13
bc_align_const, gcc-2.8.0\bc-emit.c, 6, 1, 1, 0, 0, 4, 1
bc_emit_const, gcc-2.8.0\bc-emit.c, 7, 1, 1, 0, 0, 5, 1
bc_emit_const_skip, gcc-2.8.0\bc-emit.c, 6, 1, 1, 0, 0, 6, 1
bc_emit_const_labeldef, gcc-2.8.0\bc-emit.c, 6, 1, 1, 0, 0, 5, 2
bc_emit_const_labelref, gcc-2.8.0\bc-emit.c, 7, 1, 1, 0, 0, 5, 1
bc_align_data, gcc-2.8.0\bc-emit.c, 6, 1, 1, 0, 0, 3, 1
bc_emit_data, gcc-2.8.0\bc-emit.c, 7, 1, 1, 0, 0, 4, 1
bc_emit_data_skip, gcc-2.8.0\bc-emit.c, 6, 1, 1, 0, 0, 3, 1
bc_emit_data_labeldef, gcc-2.8.0\bc-emit.c, 6, 1, 1, 0, 0, 4, 2
bc_emit_data_labelref, gcc-2.8.0\bc-emit.c, 7, 1, 1, 0, 0, 4, 1
bc_emit_common, gcc-2.8.0\bc-emit.c, 14, 2, 2, 1, 1, 3, 5
bc_globalize_label, gcc-2.8.0\bc-emit.c, 8, 1, 1, 0, 0, 2, 2
bc_text, gcc-2.8.0\bc-emit.c, 5, 1, 1, 0, 0, 1, 1
bc_data, gcc-2.8.0\bc-emit.c, 5, 1, 1, 0, 0, 1, 1
bc_align, gcc-2.8.0\bc-emit.c, 9, 2, 2, 1, 1, 2, 2
bc_emit, gcc-2.8.0\bc-emit.c, 10, 2, 2, 1, 1, 5, 2
bc_emit_skip, gcc-2.8.0\bc-emit.c, 9, 2, 2, 1, 1, 2, 2
bc_emit_labeldef, gcc-2.8.0\bc-emit.c, 9, 2, 2, 1, 1, 2, 3
bc_emit_labelref, gcc-2.8.0\bc-emit.c, 10, 2, 2, 1, 1, 5, 2
bc_write_file, gcc-2.8.0\bc-emit.c, 6, 1, 1, 0, 0, 2, 0
bc_gen_rtx, gcc-2.8.0\bc-emit.c, 13, 2, 2, 1, 0, 12, 4
bc_print_rtl, gcc-2.8.0\bc-emit.c, 6, 1, 1, 0, 0, 0, 0
bc_emit_bytecode, gcc-2.8.0\bc-emit.c, 14, 3, 3, 2, 0, 21, 3
bc_emit_instruction, gcc-2.8.0\bc-emit.c, 18, 2, 2, 2, 0, 25, 3
bc_emit_trampoline, gcc-2.8.0\bc-emit.c, 11, 1, 1, 0, 0, 5, 4
cmp_jmp, gcc-2.8.0\config\elxsi\elxsi.c, 23, 16, 6, 1, 3, 7, 3
cmp_set, gcc-2.8.0\config\elxsi\elxsi.c, 22, 12, 7, 1, 5, 6, 3
print_operand, gcc-2.8.0\config\m68k\m68k.c, 92, 19, 22, 2, 15, 11, 10
args_as_string, gcc-2.8.0\cp\error.c, 22, 7, 11, 2, 3, 16, 9
code_as_string, gcc-2.8.0\cp\error.c, 7, 1, 1, 0, 0, 2, 1
decl_as_string, gcc-2.8.0\cp\error.c, 10, 1, 4, 0, 0, 12, 6
language_as_string, gcc-2.8.0\cp\error.c, 16, 3, 3, 1, 3, 1, 2
op_as_string, gcc-2.8.0\cp\error.c, 11, 2, 2, 1, 1, 2, 2
parm_as_string, gcc-2.8.0\cp\error.c, 9, 2, 2, 1, 1, 2, 2
assop_as_string, gcc-2.8.0\cp\error.c, 11, 2, 2, 1, 1, 2, 2
cv_as_string, gcc-2.8.0\cp\error.c, 10, 1, 4, 0, 0, 8, 6
dump_type, gcc-2.8.0\cp\error.c, 106, 57, 53, 4, 116, 42, 11
dump_decl, gcc-2.8.0\cp\error.c, 177, 175, 72, 4, 149, 42, 18
dump_function_decl, gcc-2.8.0\cp\error.c, 61, 3600, 23, 2, 3, 33, 10
dump_expr, gcc-2.8.0\cp\error.c, 397, 85, 168, 4, 618, 62, 22
dump_unary_op, gcc-2.8.0\cp\error.c, 11, 4, 6, 1, 0, 10, 6
dump_binary_op, gcc-2.8.0\cp\error.c, 13, 1, 6, 0, 0, 9, 6
dump_aggr_type, gcc-2.8.0\cp\error.c, 34, 24, 15, 2, 1, 18, 8
dump_type_prefix, gcc-2.8.0\cp\error.c, 104, 34, 52, 4, 47, 21, 6
dump_type_suffix, gcc-2.8.0\cp\error.c, 73, 32, 40, 4, 13, 28, 12
dump_function_name, gcc-2.8.0\cp\error.c, 77, 96, 26, 6, 6, 31, 11
dump_expr_list, gcc-2.8.0\cp\error.c, 12, 3, 5, 2, 0, 9, 3
dump_global_iord, gcc-2.8.0\cp\error.c, 16, 3, 9, 1, 2, 9, 6
dump_readonly_or_volatile, gcc-2.8.0\cp\error.c, 17, 33, 12, 2, 0, 16, 4
dump_char, gcc-2.8.0\cp\error.c, 46, 12, 24, 2, 56, 7, 7
aggr_variety, gcc-2.8.0\cp\error.c, 15, 5, 6, 1, 4, 9, 1
ident_fndecl, gcc-2.8.0\cp\error.c, 15, 4, 4, 1, 3, 6, 3
init_error, gcc-2.8.0\cp\error.c, 6, 1, 4, 0, 0, 8, 7
enum_name_string, gcc-2.8.0\cp\typeck2.c, 20, 4, 3, 1, 1, 19, 4
fndecl_as_string, gcc-2.8.0\cp\error.c, 7, 1, 1, 0, 0, 4, 2
lang_decl_name, gcc-2.8.0\cp\error.c, 26, 7, 10, 2, 3, 19, 9
cp_file_of, gcc-2.8.0\cp\error.c, 11, 3, 3, 1, 2, 11, 1
cp_line_of, gcc-2.8.0\cp\error.c, 17, 16, 5, 1, 2, 14, 1
__objc_add_class_to_hash, gcc-2.8.0\objc\class.c, 18, 2, 4, 1, 0, 6, 8
__objc_init_selector_tables, gcc-2.8.0\objc\selector.c, 9, 1, 1, 0, 0, 1, 5
__objc_init_class_tables, gcc-2.8.0\objc\class.c, 11, 2, 2, 1, 1, 3, 4
__objc_init_dispatch_tables, gcc-2.8.0\objc\sendmsg.c, 6, 1, 1, 0, 0, 1, 2
__objc_install_premature_dtable, gcc-2.8.0\objc\sendmsg.c, 6, 1, 2, 0, 0, 3, 3
__objc_resolve_class_links, gcc-2.8.0\objc\class.c, 57, 20, 12, 4, 1, 10, 11
__objc_register_selectors_from_class, gcc-2.8.0\objc\selector.c, 11, 2, 2, 1, 0, 4, 1
__objc_update_dispatch_table_for_class, gcc-2.8.0\objc\sendmsg.c, 17, 4, 4, 2, 1, 9, 5
__objc_condition_wait, gcc-2.8.0\objc\thr-os2.c, 5, 1, 1, 0, 0, 1, 1
__objc_print_dtable_stats, gcc-2.8.0\objc\sendmsg.c, 21, 1, 1, 0, 0, 4, 3
class_add_method_list, gcc-2.8.0\objc\sendmsg.c, 19, 3, 4, 2, 0, 9, 7
__objc_register_instance_methods_to_class, gcc-2.8.0\objc\selector.c, 45, 11, 7, 4, 1, 9, 8
search_for_method_in_list, gcc-2.8.0\objc\sendmsg.c, 20, 6, 6, 4, 7, 9, 2
__objc_responds_to, gcc-2.8.0\objc\sendmsg.c, 14, 2, 2, 1, 0, 10, 5
__sel_register_typed_name, gcc-2.8.0\objc\selector.c, 88, 68, 14, 5, 29, 15, 17
handle_pragma_weak, gcc-2.8.0\varasm.c, 6, 1, 1, 0, 0, 0, 0
output_move_quad, gcc-2.8.0\config\pdp11\pdp11.c, 136, 9290736, 41, 4, 27, 8, 13
output_option, gcc-2.8.0\config\m88k\m88k.c, 17, 2, 2, 1, 1, 8, 3
output_epilog, gcc-2.8.0\config\alpha\alpha.c, 67, 1540, 14, 4, 2, 11, 16
lvalue_or_else, gcc-2.8.0\c-typeck.c, 10, 2, 2, 1, 0, 3, 3
make_assertion, gcc-2.8.0\cpplib.c, 33, 26, 7, 1, 2, 6, 7
clear_limbo_values, gcc-2.8.0\c-decl.c, 11, 6, 4, 2, 0, 9, 3
duplicate_decls, gcc-2.8.0\c-decl.c, 434, 999999999, 85, 4, 46, 69, 56
readescape, gcc-2.8.0\c-lex.c, 110, 415, 46, 4, 131, 8, 8
storedecls, gcc-2.8.0\cp\decl.c, 6, 1, 1, 0, 0, 2, 2
lookup_tag, gcc-2.8.0\cp\decl.c, 95, 92, 22, 8, 70, 33, 3
grokdeclarator, gcc-2.8.0\c-decl.c, 682, 999999999, 173, 7, 72, 74, 54
field_decl_cmp, gcc-2.8.0\c-decl.c, 16, 5, 5, 1, 4, 4, 1
layout_array_type, gcc-2.8.0\c-decl.c, 8, 2, 2, 1, 0, 5, 1
c_decode_option, gcc-2.8.0\c-decl.c, 207, 84, 84, 2, 160, 6, 40
print_code, gcc-2.8.0\genemit.c, 13, 3, 3, 2, 1, 3, 1
print_lang_statistics, gcc-2.8.0\cp\tree.c, 9, 1, 1, 0, 0, 3, 3
print_node, gcc-2.8.0\print-tree.c, 439, 999999999, 135, 4, 95, 130, 17
finish_incomplete_decl, gcc-2.8.0\c-decl.c, 18, 4, 4, 3, 0, 9, 3
warning_with_decl, gcc-2.8.0\toplev.c, 8, 1, 1, 0, 0, 23, 2
in_parm_level_p, gcc-2.8.0\c-decl.c, 5, 1, 1, 0, 0, 4, 1
push_function_context, gcc-2.8.0\function.c, 5, 1, 1, 0, 0, 4, 1
pop_function_context, gcc-2.8.0\function.c, 4, 1, 1, 0, 0, 4, 1
remember_end_note, gcc-2.8.0\stmt.c, 7, 1, 1, 0, 0, 3, 3
input_operand, gcc-2.8.0\config\alpha\alpha.c, 30, 10, 12, 2, 24, 7, 4
saveable_tree_cons, gcc-2.8.0\tree.c, 11, 1, 1, 0, 0, 13, 3
secondary_reload_class, gcc-2.8.0\config\a29k\a29k.c, 30, 15, 7, 2, 4, 7, 3
pedwarn_with_decl, gcc-2.8.0\toplev.c, 8, 1, 1, 0, 0, 9, 2
build_type_attribute_variant, gcc-2.8.0\tree.c, 45, 11, 7, 2, 10, 18, 16
merge_attributes, gcc-2.8.0\tree.c, 25, 9, 7, 4, 2, 10, 7
collect_expansion, gcc-2.8.0\cpplib.c, 185, 2256672, 55, 7, 25, 20, 18
pedwarn_with_file_and_line, gcc-2.8.0\toplev.c, 8, 1, 1, 0, 0, 4, 2
build_type_copy, gcc-2.8.0\tree.c, 15, 1, 1, 0, 0, 10, 7
chain_member, gcc-2.8.0\tree.c, 12, 3, 3, 2, 3, 5, 1
rest_of_decl_compilation, gcc-2.8.0\toplev.c, 38, 9, 8, 4, 2, 31, 8
gen_aux_info_record, gcc-2.8.0\c-aux-info.c, 29, 5, 7, 2, 0, 12, 3
label_rtx, gcc-2.8.0\stmt.c, 10, 4, 3, 1, 1, 16, 5
error_with_file_and_line, gcc-2.8.0\toplev.c, 8, 1, 1, 0, 0, 10, 2
init_cumulative_args, gcc-2.8.0\config\rs6000\rs6000.c, 52, 204, 11, 2, 3, 15, 11
make_signed_type, gcc-2.8.0\stor-layout.c, 29, 2, 6, 1, 0, 4, 11
make_unsigned_type, gcc-2.8.0\stor-layout.c, 13, 2, 2, 1, 0, 4, 6
builtin_function, gcc-2.8.0\c-decl.c, 25, 16, 5, 1, 0, 7, 15
declare_function_name, gcc-2.8.0\c-common.c, 20, 3, 3, 2, 2, 9, 2
